iter	RMSE
0	0.4212167063
1	0.3402972821
2	0.2731101938
3	0.2355078673
4	0.2054895571
5	0.1848584081
6	0.1723315582
7	0.1613448454
8	0.1550641412
9	0.1501568697
10	0.1464729644
11	0.1432958608
12	0.1405204122
13	0.1386358436
14	0.1372249867
15	0.1355474364
16	0.1339667449
17	0.13323117
18	0.1319209602
19	0.131012809
20	0.1301068318
21	0.1291444701
22	0.1282722945
23	0.1274012242
24	0.126834998
25	0.1261934139
26	0.1256086242
27	0.1247575983
28	0.1240168348
29	0.1236668889
30	0.1223367671
31	0.1216701901
32	0.1212528871
33	0.1206943717
34	0.1203747912
35	0.1199709628
36	0.1194028196
37	0.1191731693
38	0.1185289285
39	0.1179020521
40	0.1173415988
41	0.1167934946
42	0.1165326935
43	0.1164023021
44	0.1158639316
45	0.1154576589
46	0.115258819
47	0.1151280812
48	0.1149035579
49	0.1147479192
50	0.1139749142
51	0.1136331032
52	0.1131764351
53	0.1130363606
54	0.1126244091
55	0.1125127672
56	0.112252008
57	0.1119638838
58	0.111610984
59	0.1115605062
60	0.1113423141
61	0.1111485446
62	0.1108897821
63	0.1104055678
64	0.1102267256
65	0.1100871264
66	0.1098501934
67	0.1094233835
68	0.1090187122
69	0.108947887
70	0.1086331005
71	0.1084290476
72	0.1082690113
73	0.1081199597
74	0.1080177754
75	0.1076669131
76	0.1075002136
77	0.107336866
78	0.1071774369
79	0.1070190694
80	0.1067062075
81	0.1065230302
82	0.1062951082
83	0.106239801
84	0.1058788131
85	0.1056598476
86	0.105503766
87	0.1053725215
88	0.1052909175
89	0.1051716938
90	0.1049830847
91	0.1047831917
92	0.1046594365
93	0.1044893715
94	0.1042458526
95	0.1040708829
96	0.1039033238
97	0.1037316752
98	0.1036191218
99	0.1035445832
100	0.1034760436
101	0.103311404
102	0.1030082496
103	0.1029260785
104	0.1028002785
105	0.1026913894
106	0.1025747517
107	0.1024290441
108	0.10234622
109	0.1022089556
110	0.1020710728
111	0.1020141791
112	0.1018960961
113	0.101770578
114	0.1016506489
115	0.1015158519
116	0.1014481564
117	0.1012483283
118	0.1010843109
119	0.1008782675
120	0.1007833562
121	0.1006158787
122	0.1005622204
123	0.1004501558
124	0.100290144
125	0.1001893508
126	0.1000947873
127	0.0999718802
128	0.0998643887
129	0.0997839071
130	0.0996705258
131	0.09955437596
132	0.09944807283
133	0.09936221813
134	0.09929642721
135	0.099175896
136	0.09901886479
137	0.0989225827
138	0.09884116833
139	0.09875982791
140	0.09857934441
141	0.09850705675
142	0.09825822735
143	0.09815389907
144	0.09803151821
145	0.09797515929
146	0.09779259943
147	0.09773786355
148	0.09761281931
149	0.09751507643
150	0.09744625912
151	0.09729406166
152	0.09722348604
153	0.0971358546
154	0.0970486438
155	0.0969079311
156	0.09679927179
157	0.09662323012
158	0.09654304967
159	0.09639895594
160	0.09633460562
161	0.09628069896
162	0.09617712511
163	0.09609341671
164	0.09602220516
165	0.09594181309
166	0.09587533496
167	0.09581175156
168	0.09569759574
169	0.09556105798
170	0.09544487576
171	0.09541085072
172	0.09535180572
173	0.09530426673
174	0.09520180835
175	0.09509330703
176	0.0949944803
177	0.09491749276
178	0.09475972971
179	0.09471938548
180	0.09457645871
181	0.09447840084
182	0.09441918582
183	0.09437836959
184	0.09427300043
185	0.0940874891
186	0.09401673075
187	0.09397194328
188	0.09386923672
189	0.09377937954
190	0.09365931779
191	0.09360609546
192	0.09357256332
193	0.09342177487
194	0.0933824644
195	0.09329242307
196	0.09324423622
197	0.09316148181
198	0.09302420589
199	0.09293621841
200	0.09291926919
201	0.09284493744
202	0.09277770547
203	0.09274265119
204	0.092685717
205	0.09260238746
206	0.09253998376
207	0.09245718147
208	0.09230318688
209	0.09222640149
210	0.09208383843
211	0.09193912865
212	0.09189752945
213	0.09181593442
214	0.0917564808
215	0.09170300338
216	0.09160283269
217	0.09154336571
218	0.09150462118
219	0.0914458592
220	0.09140215359
221	0.09133863935
222	0.09129234741
223	0.09121938128
224	0.09115273661
225	0.09108788968
226	0.09098300458
227	0.09094158203
228	0.09089596523
