avatar_id,city,date,language,mobile,hotel_id,price,stock
29822,madrid,2,bulgarian,0,127,69,0
29822,madrid,2,bulgarian,0,941,67,0
29822,madrid,2,bulgarian,0,186,129,0
29822,madrid,2,bulgarian,0,633,148,2
29822,madrid,2,bulgarian,0,241,126,0
29822,madrid,2,bulgarian,0,108,96,0
29822,madrid,2,bulgarian,0,388,126,0
29822,madrid,2,bulgarian,0,246,357,2
29822,madrid,2,bulgarian,0,822,187,2
29822,madrid,2,bulgarian,0,870,71,0
29822,madrid,2,bulgarian,0,439,108,0
29822,madrid,2,bulgarian,0,939,170,0
29822,madrid,2,bulgarian,0,39,109,1
29822,madrid,2,bulgarian,0,126,98,1
29822,madrid,2,bulgarian,0,313,69,0
29822,madrid,2,bulgarian,0,378,127,0
29822,madrid,2,bulgarian,0,721,68,0
29822,madrid,2,bulgarian,0,873,216,6
29822,madrid,2,bulgarian,0,904,112,0
29822,madrid,2,bulgarian,0,747,175,3
29822,madrid,2,bulgarian,0,618,109,0
29822,madrid,2,bulgarian,0,413,258,4
29822,madrid,2,bulgarian,0,483,94,0
29822,madrid,2,bulgarian,0,525,133,1
29822,madrid,2,bulgarian,0,333,105,2
29822,madrid,2,bulgarian,0,538,123,0
29822,madrid,2,bulgarian,0,185,146,0
29822,madrid,2,bulgarian,0,717,357,2
29822,madrid,2,bulgarian,0,966,79,1
29822,madrid,2,bulgarian,0,7,94,0
29822,madrid,2,bulgarian,0,789,76,0
29822,madrid,2,bulgarian,0,888,214,14
29822,madrid,2,bulgarian,0,261,142,1
29822,madrid,2,bulgarian,0,737,145,10
29822,madrid,2,bulgarian,0,606,241,0
29822,madrid,2,bulgarian,0,886,160,1
29822,madrid,2,bulgarian,0,600,63,0
29822,madrid,2,bulgarian,0,860,146,2
29822,madrid,2,bulgarian,0,478,110,1
29822,madrid,2,bulgarian,0,205,88,0
29822,madrid,2,bulgarian,0,93,259,4
29822,madrid,2,bulgarian,0,780,347,2
29822,madrid,2,bulgarian,0,138,68,0
29822,madrid,2,bulgarian,0,729,337,2
29822,madrid,2,bulgarian,0,847,84,6
29822,madrid,2,bulgarian,0,575,88,20
29822,madrid,2,bulgarian,0,175,109,0
29822,madrid,2,bulgarian,0,444,140,2
29822,madrid,2,bulgarian,0,619,123,0
29822,madrid,2,bulgarian,0,79,113,1
29822,madrid,2,bulgarian,0,800,93,0
29822,madrid,2,bulgarian,0,312,110,0
29822,madrid,2,bulgarian,0,768,363,2
29822,madrid,2,bulgarian,0,20,71,0
29822,madrid,2,bulgarian,0,284,148,2
29822,madrid,2,bulgarian,0,697,148,2
29822,madrid,2,bulgarian,0,414,65,0
29822,madrid,2,bulgarian,0,495,345,2
29822,madrid,2,bulgarian,0,689,88,0
29822,madrid,2,bulgarian,0,154,326,2
29822,madrid,2,bulgarian,0,102,333,2
29822,madrid,2,bulgarian,0,54,90,0
29822,madrid,2,bulgarian,0,499,245,1
29822,madrid,2,bulgarian,0,909,66,0
29822,madrid,2,bulgarian,0,351,93,1
29822,madrid,2,bulgarian,0,252,251,1
29822,madrid,2,bulgarian,0,527,146,0
29822,madrid,2,bulgarian,0,31,109,1
29822,madrid,2,bulgarian,0,384,179,2
29822,madrid,2,bulgarian,0,393,148,2
29822,madrid,2,bulgarian,0,75,142,1
29822,madrid,2,bulgarian,0,857,109,2
29822,madrid,2,bulgarian,0,233,149,0
29822,madrid,2,bulgarian,0,297,349,2
29822,madrid,2,bulgarian,0,901,355,2
29822,madrid,2,bulgarian,0,936,148,1
29822,madrid,2,bulgarian,0,322,82,3
29822,madrid,2,bulgarian,0,982,233,1
29822,madrid,2,bulgarian,0,276,70,0
29822,madrid,2,bulgarian,0,997,145,0
29822,madrid,2,bulgarian,0,791,110,1
29822,madrid,2,bulgarian,0,235,149,2
29822,madrid,2,bulgarian,0,2,92,0
29822,madrid,2,bulgarian,0,411,93,0
29822,madrid,2,bulgarian,0,164,145,2
29822,madrid,2,bulgarian,0,147,173,0
29822,madrid,2,bulgarian,0,149,177,0
29822,madrid,2,bulgarian,0,398,64,1
29822,madrid,2,bulgarian,0,310,65,0
29822,madrid,2,bulgarian,0,798,351,1
29822,madrid,2,bulgarian,0,135,347,2
29822,madrid,2,bulgarian,0,733,147,1
29822,madrid,2,bulgarian,0,561,63,4
29822,madrid,2,bulgarian,0,174,130,6
29822,madrid,2,bulgarian,0,500,67,0
29822,madrid,2,bulgarian,0,427,251,1
29822,madrid,2,bulgarian,0,458,79,2
29822,madrid,2,bulgarian,0,67,199,14
29822,madrid,2,bulgarian,0,120,152,1
29822,madrid,2,bulgarian,0,964,148,0
29822,madrid,2,bulgarian,0,828,115,2
29822,madrid,2,bulgarian,0,277,214,5
29822,madrid,2,bulgarian,0,468,66,0
29822,madrid,2,bulgarian,0,97,228,4
29822,madrid,2,bulgarian,0,285,91,0
29822,madrid,2,bulgarian,0,615,108,0
29822,madrid,2,bulgarian,0,845,321,2
29826,amsterdam,43,estonian,1,166,104,107
29826,amsterdam,43,estonian,1,658,138,132
29826,amsterdam,43,estonian,1,375,96,105
29826,amsterdam,43,estonian,1,570,95,106
29826,amsterdam,43,estonian,1,945,140,132
29826,amsterdam,43,estonian,1,22,129,130
29826,amsterdam,43,estonian,1,16,138,129
29826,amsterdam,43,estonian,1,86,99,184
29826,amsterdam,43,estonian,1,140,101,106
29826,amsterdam,43,estonian,1,9,75,132
29826,amsterdam,43,estonian,1,269,138,128
29826,amsterdam,43,estonian,1,317,152,183
29826,amsterdam,43,estonian,1,117,71,52
29826,amsterdam,43,estonian,1,821,98,106
29826,amsterdam,43,estonian,1,311,102,53
29826,amsterdam,43,estonian,1,88,98,106
29826,amsterdam,43,estonian,1,212,161,181
29826,amsterdam,43,estonian,1,594,230,262
29826,amsterdam,43,estonian,1,83,131,132
29826,amsterdam,43,estonian,1,493,131,132
29826,amsterdam,43,estonian,1,657,160,183
29826,amsterdam,43,estonian,1,809,222,262
29826,amsterdam,43,estonian,1,788,99,132
29826,amsterdam,43,estonian,1,567,68,52
29826,amsterdam,43,estonian,1,111,95,105
29826,amsterdam,43,estonian,1,902,157,181
29826,amsterdam,43,estonian,1,750,99,52
29826,amsterdam,43,estonian,1,679,137,130
29826,amsterdam,43,estonian,1,85,98,106
29826,amsterdam,43,estonian,1,783,78,52
29826,amsterdam,43,estonian,1,585,68,53
29826,amsterdam,43,estonian,1,867,132,106
29826,amsterdam,43,estonian,1,835,97,106
29826,amsterdam,43,estonian,1,591,222,264
29826,amsterdam,43,estonian,1,916,98,104
29826,amsterdam,43,estonian,1,234,129,129
29826,amsterdam,43,estonian,1,169,71,53
29826,amsterdam,43,estonian,1,34,68,53
29826,amsterdam,43,estonian,1,52,135,130
29826,amsterdam,43,estonian,1,211,134,131
29826,amsterdam,43,estonian,1,429,217,268
29826,amsterdam,43,estonian,1,892,164,183
29826,amsterdam,43,estonian,1,715,129,130
29826,amsterdam,43,estonian,1,441,165,178
29826,amsterdam,43,estonian,1,193,135,105
