avatar_id,city,date,language,mobile,hotel_id,price,stock
201402,copenhagen,2,lithuanian,1,113,93,0
201402,copenhagen,2,lithuanian,1,834,95,0
201402,copenhagen,2,lithuanian,1,506,154,0
201402,copenhagen,2,lithuanian,1,518,202,1
201402,copenhagen,2,lithuanian,1,844,489,2
201402,copenhagen,2,lithuanian,1,831,103,5
201402,copenhagen,2,lithuanian,1,445,93,0
201402,copenhagen,2,lithuanian,1,898,96,0
201402,copenhagen,2,lithuanian,1,556,182,0
201402,copenhagen,2,lithuanian,1,78,481,2
201402,copenhagen,2,lithuanian,1,348,190,2
201402,copenhagen,2,lithuanian,1,497,280,4
201402,copenhagen,2,lithuanian,1,280,112,12
201402,copenhagen,2,lithuanian,1,142,406,4
201402,copenhagen,2,lithuanian,1,329,249,0
201402,copenhagen,2,lithuanian,1,695,193,2
201402,copenhagen,2,lithuanian,1,267,180,0
201402,copenhagen,2,lithuanian,1,559,311,1
201402,copenhagen,2,lithuanian,1,435,484,2
201402,copenhagen,2,lithuanian,1,959,230,4
201402,copenhagen,2,lithuanian,1,91,134,0
201402,copenhagen,2,lithuanian,1,690,251,4
201402,copenhagen,2,lithuanian,1,720,487,2
201402,copenhagen,2,lithuanian,1,829,210,2
201402,copenhagen,2,lithuanian,1,978,349,4
201402,copenhagen,2,lithuanian,1,291,266,1
201402,copenhagen,2,lithuanian,1,611,212,0
201402,copenhagen,2,lithuanian,1,1,99,0
201402,copenhagen,2,lithuanian,1,251,171,0
201402,copenhagen,2,lithuanian,1,869,489,1
201402,copenhagen,2,lithuanian,1,289,146,0
201402,copenhagen,2,lithuanian,1,96,202,1
201402,copenhagen,2,lithuanian,1,961,219,7
201402,copenhagen,2,lithuanian,1,332,346,1
201402,copenhagen,2,lithuanian,1,771,498,2
201402,copenhagen,2,lithuanian,1,757,145,1
201402,copenhagen,2,lithuanian,1,688,91,0
201402,copenhagen,2,lithuanian,1,546,103,1
201402,copenhagen,2,lithuanian,1,865,288,7
201402,copenhagen,2,lithuanian,1,664,492,2
201402,copenhagen,2,lithuanian,1,402,134,0
201402,copenhagen,2,lithuanian,1,50,143,1
201402,copenhagen,2,lithuanian,1,983,95,0
201402,copenhagen,2,lithuanian,1,202,190,2
201402,copenhagen,2,lithuanian,1,532,356,1
201402,copenhagen,2,lithuanian,1,422,501,2
201402,copenhagen,2,lithuanian,1,805,193,2
201402,copenhagen,2,lithuanian,1,826,188,8
201402,copenhagen,2,lithuanian,1,23,190,2
201402,copenhagen,2,lithuanian,1,391,183,2
201402,copenhagen,2,lithuanian,1,922,356,1
201402,copenhagen,2,lithuanian,1,32,182,0
201402,copenhagen,2,lithuanian,1,433,137,2
201402,copenhagen,2,lithuanian,1,793,174,0
201402,copenhagen,2,lithuanian,1,711,146,2
201402,copenhagen,2,lithuanian,1,958,249,0
201402,copenhagen,2,lithuanian,1,425,320,1
201402,copenhagen,2,lithuanian,1,989,112,0
201402,copenhagen,2,lithuanian,1,876,147,0
201402,copenhagen,2,lithuanian,1,981,114,0
201402,copenhagen,2,lithuanian,1,930,125,0
201402,copenhagen,2,lithuanian,1,938,126,0
201402,copenhagen,2,lithuanian,1,707,349,5
201402,copenhagen,2,lithuanian,1,726,311,3
201402,copenhagen,2,lithuanian,1,638,146,6
201402,copenhagen,2,lithuanian,1,952,98,0
201402,copenhagen,2,lithuanian,1,6,125,0
201402,copenhagen,2,lithuanian,1,849,190,2
201402,copenhagen,2,lithuanian,1,431,128,0
201402,copenhagen,2,lithuanian,1,300,139,1
201402,copenhagen,2,lithuanian,1,908,501,2
201402,copenhagen,2,lithuanian,1,716,149,0
201402,copenhagen,2,lithuanian,1,872,101,0
201402,copenhagen,2,lithuanian,1,744,177,0
201402,copenhagen,2,lithuanian,1,893,238,0
201402,copenhagen,2,lithuanian,1,309,98,0
201402,copenhagen,2,lithuanian,1,358,318,1
201402,copenhagen,2,lithuanian,1,443,139,1
201402,copenhagen,2,lithuanian,1,434,119,0
201402,copenhagen,2,lithuanian,1,487,159,8
201402,copenhagen,2,lithuanian,1,691,93,0
201402,copenhagen,2,lithuanian,1,60,98,0
201402,copenhagen,2,lithuanian,1,405,101,0
201402,copenhagen,2,lithuanian,1,770,350,1
201402,copenhagen,2,lithuanian,1,541,161,1
201402,copenhagen,2,lithuanian,1,508,353,1
201402,copenhagen,2,lithuanian,1,698,221,6
201402,copenhagen,2,lithuanian,1,481,99,0
201402,copenhagen,2,lithuanian,1,616,206,0
201402,copenhagen,2,lithuanian,1,249,91,0
201402,copenhagen,2,lithuanian,1,43,76,16
201402,copenhagen,2,lithuanian,1,830,93,0
201402,copenhagen,2,lithuanian,1,572,240,0
201402,copenhagen,2,lithuanian,1,818,180,0
201402,copenhagen,2,lithuanian,1,596,177,0
201402,copenhagen,2,lithuanian,1,951,91,0
201402,copenhagen,2,lithuanian,1,528,450,2
201402,copenhagen,2,lithuanian,1,523,99,3
201402,copenhagen,2,lithuanian,1,58,335,1
201402,copenhagen,2,lithuanian,1,407,330,1
201402,copenhagen,2,lithuanian,1,973,178,0
201402,copenhagen,2,lithuanian,1,90,191,2
201402,copenhagen,2,lithuanian,1,994,185,2
201402,copenhagen,2,lithuanian,1,727,126,0
201402,copenhagen,2,lithuanian,1,772,340,0
201402,copenhagen,2,lithuanian,1,766,487,2
201402,copenhagen,2,lithuanian,1,100,91,0
201402,copenhagen,2,lithuanian,1,547,193,2
201402,copenhagen,2,lithuanian,1,995,205,3
201402,copenhagen,2,lithuanian,1,335,94,0
201402,copenhagen,2,lithuanian,1,349,330,1
201402,copenhagen,2,lithuanian,1,36,201,0
201402,copenhagen,2,lithuanian,1,401,204,0
201402,copenhagen,2,lithuanian,1,53,98,0
201402,copenhagen,2,lithuanian,1,365,98,0
201402,copenhagen,2,lithuanian,1,900,244,0
201402,copenhagen,2,lithuanian,1,318,147,0
201402,copenhagen,2,lithuanian,1,531,195,2
201402,copenhagen,2,lithuanian,1,669,335,1
201402,copenhagen,2,lithuanian,1,855,324,1
201402,copenhagen,2,lithuanian,1,761,151,0
201402,copenhagen,2,lithuanian,1,153,346,1
201402,copenhagen,2,lithuanian,1,367,100,0
201402,copenhagen,2,lithuanian,1,539,365,3
201402,copenhagen,2,lithuanian,1,622,222,1
201402,copenhagen,2,lithuanian,1,110,193,2
201402,copenhagen,2,lithuanian,1,92,81,3
201402,copenhagen,2,lithuanian,1,99,210,0
201402,copenhagen,2,lithuanian,1,990,175,0
201402,copenhagen,2,lithuanian,1,243,101,0
201402,copenhagen,2,lithuanian,1,562,340,1
201402,copenhagen,2,lithuanian,1,194,123,0
201402,copenhagen,2,lithuanian,1,463,101,0
201402,copenhagen,2,lithuanian,1,812,208,0
201402,copenhagen,0,lithuanian,1,922,356,0
201402,copenhagen,0,lithuanian,1,805,211,0
201402,copenhagen,0,lithuanian,1,6,126,0
201402,copenhagen,0,lithuanian,1,280,112,8
201402,copenhagen,0,lithuanian,1,110,211,0
201402,copenhagen,0,lithuanian,1,766,488,0
201402,copenhagen,0,lithuanian,1,463,101,0
201402,copenhagen,0,lithuanian,1,367,100,0
201402,copenhagen,0,lithuanian,1,562,341,0
201402,copenhagen,0,lithuanian,1,518,202,0
201402,copenhagen,0,lithuanian,1,981,115,0
201402,copenhagen,0,lithuanian,1,951,91,0
201402,copenhagen,0,lithuanian,1,831,103,4
201402,copenhagen,0,lithuanian,1,844,490,0
201402,copenhagen,0,lithuanian,1,487,159,2
201402,copenhagen,0,lithuanian,1,869,490,0
201402,copenhagen,0,lithuanian,1,291,329,0
201402,copenhagen,0,lithuanian,1,711,139,1
201402,copenhagen,0,lithuanian,1,531,213,0
201402,copenhagen,0,lithuanian,1,698,222,5
201402,copenhagen,0,lithuanian,1,53,98,0
201402,copenhagen,0,lithuanian,1,547,211,0
201402,copenhagen,0,lithuanian,1,616,206,0
201402,copenhagen,0,lithuanian,1,938,127,0
201402,copenhagen,0,lithuanian,1,959,219,1
201402,copenhagen,0,lithuanian,1,952,98,0
201402,copenhagen,0,lithuanian,1,961,220,6
201402,copenhagen,0,lithuanian,1,770,350,0
201402,copenhagen,0,lithuanian,1,900,245,0
201402,copenhagen,0,lithuanian,1,893,239,0
201402,copenhagen,0,lithuanian,1,407,330,0
201402,copenhagen,0,lithuanian,1,142,386,2
201402,copenhagen,0,lithuanian,1,541,200,0
201402,copenhagen,0,lithuanian,1,153,347,0
201402,copenhagen,0,lithuanian,1,36,201,0
201402,copenhagen,0,lithuanian,1,532,356,0
201402,copenhagen,0,lithuanian,1,865,274,3
201402,copenhagen,0,lithuanian,1,793,175,0
201402,copenhagen,0,lithuanian,1,973,178,0
201402,copenhagen,0,lithuanian,1,716,149,0
201402,copenhagen,0,lithuanian,1,812,208,0
201402,copenhagen,0,lithuanian,1,830,93,0
201402,copenhagen,0,lithuanian,1,726,339,0
201402,copenhagen,0,lithuanian,1,267,180,0
201402,copenhagen,0,lithuanian,1,872,101,0
201402,copenhagen,0,lithuanian,1,422,502,0
201402,copenhagen,0,lithuanian,1,990,175,0
201402,copenhagen,0,lithuanian,1,348,206,0
201402,copenhagen,0,lithuanian,1,401,204,0
201402,copenhagen,0,lithuanian,1,572,241,0
201402,copenhagen,0,lithuanian,1,249,91,0
201402,copenhagen,0,lithuanian,1,690,239,1
201402,copenhagen,0,lithuanian,1,508,353,0
201402,copenhagen,0,lithuanian,1,818,180,0
201402,copenhagen,0,lithuanian,1,855,324,0
201402,copenhagen,0,lithuanian,1,50,155,0
201402,copenhagen,0,lithuanian,1,335,94,0
201402,copenhagen,0,lithuanian,1,243,101,0
201402,copenhagen,0,lithuanian,1,309,98,0
201402,copenhagen,0,lithuanian,1,349,330,0
201402,copenhagen,0,lithuanian,1,995,223,0
201402,copenhagen,0,lithuanian,1,556,182,0
201402,copenhagen,0,lithuanian,1,358,319,0
201402,copenhagen,0,lithuanian,1,289,146,0
201402,copenhagen,0,lithuanian,1,92,81,1
201402,copenhagen,0,lithuanian,1,638,147,3
201402,copenhagen,0,lithuanian,1,425,321,0
201402,copenhagen,0,lithuanian,1,876,147,0
201402,copenhagen,0,lithuanian,1,523,100,2
201402,copenhagen,0,lithuanian,1,497,266,2
201402,copenhagen,0,lithuanian,1,611,213,0
201402,copenhagen,0,lithuanian,1,91,134,0
201402,copenhagen,0,lithuanian,1,559,312,0
201402,copenhagen,0,lithuanian,1,251,172,0
201402,copenhagen,0,lithuanian,1,744,177,0
201402,copenhagen,0,lithuanian,1,761,151,0
201402,copenhagen,0,lithuanian,1,99,211,0
201402,copenhagen,0,lithuanian,1,481,99,0
201402,copenhagen,0,lithuanian,1,1,99,0
201402,copenhagen,0,lithuanian,1,539,454,0
201402,copenhagen,0,lithuanian,1,958,249,0
201402,copenhagen,0,lithuanian,1,772,341,0
201402,copenhagen,0,lithuanian,1,23,206,0
201402,copenhagen,0,lithuanian,1,318,147,0
201402,copenhagen,0,lithuanian,1,329,249,0
201402,copenhagen,0,lithuanian,1,391,199,0
201402,copenhagen,0,lithuanian,1,332,347,0
201402,copenhagen,0,lithuanian,1,908,502,0
201402,copenhagen,0,lithuanian,1,443,151,0
201402,copenhagen,0,lithuanian,1,829,211,0
201402,copenhagen,0,lithuanian,1,707,332,3
201402,copenhagen,0,lithuanian,1,405,101,0
201402,copenhagen,0,lithuanian,1,78,482,0
201402,copenhagen,0,lithuanian,1,300,151,0
201402,copenhagen,0,lithuanian,1,32,182,0
201402,copenhagen,0,lithuanian,1,695,211,0
201402,copenhagen,0,lithuanian,1,757,157,0
201402,copenhagen,0,lithuanian,1,978,349,0
201402,copenhagen,0,lithuanian,1,826,188,5
201402,copenhagen,0,lithuanian,1,546,112,0
201402,copenhagen,0,lithuanian,1,834,95,0
201402,copenhagen,0,lithuanian,1,100,91,0
201402,copenhagen,0,lithuanian,1,622,222,0
201402,copenhagen,0,lithuanian,1,113,93,0
201402,copenhagen,0,lithuanian,1,930,126,0
201402,copenhagen,0,lithuanian,1,60,98,0
201402,copenhagen,0,lithuanian,1,669,336,0
201402,copenhagen,0,lithuanian,1,402,134,0
201402,copenhagen,0,lithuanian,1,994,201,0
201402,copenhagen,0,lithuanian,1,435,485,0
201402,copenhagen,0,lithuanian,1,849,206,0
201402,copenhagen,0,lithuanian,1,506,154,0
201402,copenhagen,0,lithuanian,1,720,488,0
201402,copenhagen,0,lithuanian,1,771,499,0
201402,copenhagen,0,lithuanian,1,528,451,0
201402,copenhagen,0,lithuanian,1,445,93,0
201402,copenhagen,0,lithuanian,1,434,119,0
201402,copenhagen,0,lithuanian,1,691,93,0
201402,copenhagen,0,lithuanian,1,431,128,0
201402,copenhagen,0,lithuanian,1,202,206,0
201402,copenhagen,0,lithuanian,1,596,177,0
201402,copenhagen,0,lithuanian,1,983,95,0
201402,copenhagen,0,lithuanian,1,898,96,0
201402,copenhagen,0,lithuanian,1,43,76,14
201402,copenhagen,0,lithuanian,1,90,208,0
201402,copenhagen,0,lithuanian,1,365,98,0
