avatar_name,language,city,date,mobile
first_avatar,dutch,paris,40,0
first_avatar,dutch,paris,32,0
first_avatar,dutch,paris,19,1
turtles1,luxembourgish,copenhagen,18,0
turtles1,luxembourgish,copenhagen,17,0
turtles1,luxembourgish,copenhagen,13,0
turtles2,danish,paris,25,0
turtles2,danish,paris,22,0
turtles2,danish,paris,15,0
turtles0,portuguese,vienna,11,0
turtles3,maltese,vienna,21,1
turtles3,maltese,vienna,19,1
turtles4,cypriot,valletta,24,1
turtles4,cypriot,valletta,7,1
turtles4,cypriot,valletta,6,1
turtles5,finnish,copenhagen,31,1
turtles5,finnish,copenhagen,26,1
turtles5,finnish,copenhagen,14,1
turtles5,finnish,copenhagen,8,1
turtles6,croatian,sofia,4,1
turtles7,irish,madrid,20,1
turtles7,irish,madrid,5,1
turtles7,irish,madrid,2,0
turtles8,lithuanian,copenhagen,16,0
turtles9,french,rome,31,0
turtles9,french,rome,9,0
turtles46,luxembourgish,amsterdam,26,1
turtles46,luxembourgish,amsterdam,16,0
turtles46,luxembourgish,amsterdam,0,1
turtles47,cypriot,copenhagen,32,0
turtles48,polish,rome,40,1
turtles48,polish,rome,6,1
turtles48,polish,rome,2,0
turtles49,luxembourgish,amsterdam,3,0
turtles49,luxembourgish,amsterdam,0,1
turtles50,belgian,valletta,41,0
turtles50,belgian,valletta,29,1
turtles51,estonian,copenhagen,18,0
turtles52,czech,valletta,39,1
turtles52,czech,valletta,10,1
turtles52,czech,valletta,0,1
turtles53,hungarian,madrid,35,1
turtles53,hungarian,madrid,30,1
turtles53,hungarian,madrid,25,1
turtles54,luxembourgish,madrid,22,1
turtles54,german,madrid,7,1
turtles55,finnish,vienna,39,1
turtles56,swedish,madrid,6,0
turtles56,swedish,madrid,0,1
turtles57,german,sofia,37,0
turtles57,german,sofia,33,0
turtles58,slovene,amsterdam,33,1
turtles58,slovene,amsterdam,14,0
turtles58,slovene,amsterdam,12,0
turtles58,slovene,amsterdam,11,1
turtles59,danish,copenhagen,32,1
turtles59,danish,copenhagen,19,1
turtles59,danish,copenhagen,5,1
turtles59,danish,copenhagen,0,1
turtles10,slovene,paris,30,0
turtles10,slovene,paris,25,0
turtles10,slovene,paris,7,0
turtles11,german,vienna,30,1
turtles11,german,vienna,29,1
turtles11,german,vienna,0,0
turtles11,german,vienna,0,1
turtles12,maltese,valletta,28,0
turtles12,maltese,valletta,3,0
turtles13,danish,rome,43,0
turtles13,danish,rome,35,0
turtles13,danish,rome,32,0
turtles13,danish,rome,4,0
turtles14,polish,paris,35,1
turtles14,polish,paris,11,1
turtles14,polish,paris,2,1
turtles14,polish,paris,1,0
turtles15,italian,amsterdam,41,0
turtles15,italian,amsterdam,2,0
turtles16,croatian,paris,29,0
turtles16,croatian,paris,19,0
turtles16,croatian,paris,15,1
turtles16,croatian,paris,10,0
turtles17,hungarian,sofia,43,0
turtles17,hungarian,sofia,40,1
turtles17,hungarian,sofia,19,1
turtles18,maltese,valletta,39,0
turtles18,maltese,valletta,15,0
turtles19,portuguese,vilnius,37,1
turtles19,portuguese,vilnius,11,1
turtles20,slovene,vilnius,33,1
turtles20,slovene,vilnius,20,0
turtles21,greek,valletta,37,1
turtles21,greek,valletta,37,1
turtles21,greek,valletta,26,0
turtles21,greek,valletta,14,0
turtles22,austrian,copenhagen,43,0
turtles22,luxembourgish,copenhagen,16,0
turtles23,irish,valletta,43,1
turtles24,german,vienna,31,0
turtles24,german,vienna,24,0
turtles24,german,vienna,22,1
turtles25,spanish,rome,28,1
turtles25,spanish,rome,25,0
turtles25,spanish,rome,11,0
turtles25,spanish,rome,3,0
turtles26,austrian,rome,43,0
turtles26,austrian,rome,19,1
turtles26,austrian,rome,6,1
turtles27,lithuanian,vilnius,33,0
turtles27,lithuanian,valletta,32,1
turtles27,lithuanian,valletta,15,0
turtles27,lithuanian,valletta,1,0
turtles28,bulgarian,valletta,41,1
turtles28,bulgarian,valletta,34,0
turtles28,bulgarian,valletta,22,0
turtles29,french,copenhagen,19,1
turtles29,french,copenhagen,18,0
turtles29,french,copenhagen,11,1
turtles30,italian,paris,42,0
turtles30,italian,paris,28,0
turtles30,italian,paris,6,1
turtles30,italian,paris,5,0
turtles31,finnish,rome,22,0
turtles32,spanish,paris,33,1
turtles32,spanish,paris,19,0
turtles33,cypriot,amsterdam,30,0
turtles33,cypriot,amsterdam,22,0
turtles34,finnish,vilnius,21,1
turtles34,finnish,vilnius,15,0
turtles35,finnish,valletta,42,0
turtles35,finnish,valletta,32,0
turtles35,finnish,valletta,26,1
turtles35,finnish,valletta,16,1
turtles36,bulgarian,paris,42,0
turtles36,bulgarian,paris,35,1
turtles36,bulgarian,paris,20,0
turtles37,lithuanian,paris,36,1
turtles37,lithuanian,paris,31,0
turtles38,greek,vilnius,43,0
turtles38,greek,vilnius,32,1
turtles39,lithuanian,paris,23,1
turtles39,lithuanian,paris,23,1
turtles39,lithuanian,paris,20,0
turtles40,finnish,amsterdam,43,1
turtles40,finnish,amsterdam,34,1
turtles40,finnish,amsterdam,23,0
turtles41,luxembourgish,amsterdam,42,0
turtles41,luxembourgish,amsterdam,37,0
turtles41,luxembourgish,amsterdam,20,1
turtles42,portuguese,copenhagen,36,0
turtles42,portuguese,copenhagen,32,1
turtles42,portuguese,copenhagen,26,0
turtles42,portuguese,copenhagen,7,1
turtles43,latvian,rome,20,1
turtles43,latvian,rome,16,0
turtles43,latvian,rome,1,1
turtles44,italian,rome,39,0
turtles44,italian,rome,33,1
turtles44,italian,rome,14,1
turtles45,danish,paris,33,1
turtles45,danish,paris,10,0
turtles77,portuguese,amsterdam,39,0
turtles77,portuguese,amsterdam,31,1
turtles78,spanish,vilnius,22,1
turtles78,spanish,vilnius,15,1
turtles78,spanish,vilnius,14,0
turtles79,dutch,copenhagen,37,1
turtles79,dutch,copenhagen,11,0
turtles79,dutch,copenhagen,10,1
turtles80,greek,vienna,39,0
turtles80,greek,vienna,27,0
turtles80,greek,vienna,6,0
turtles81,luxembourgish,paris,35,1
