avatar_id,city,date,language,mobile,hotel_id,price,stock
29602,vilnius,22,slovene,1,356,80,23
29602,vilnius,22,slovene,1,161,112,50
29602,vilnius,22,slovene,1,198,120,24
29602,vilnius,22,slovene,1,118,91,23
29602,vilnius,22,slovene,1,40,111,38
29602,vilnius,22,slovene,1,976,84,9
29602,vilnius,22,slovene,1,247,131,47
29602,vilnius,22,slovene,1,503,181,58
29602,vilnius,22,slovene,1,47,132,33
29602,vilnius,22,slovene,1,221,55,17
29602,vilnius,22,slovene,1,974,115,27
29602,vilnius,22,slovene,1,74,115,30
29602,vilnius,22,slovene,1,89,89,17
29602,vilnius,22,slovene,1,623,182,58
29602,vilnius,22,slovene,1,896,58,6
29602,vilnius,22,slovene,1,533,131,45
29602,vilnius,22,slovene,1,551,60,16
29602,vilnius,22,slovene,1,406,57,12
29602,vilnius,22,slovene,1,177,156,32
29602,vilnius,22,slovene,1,667,122,22
29602,vilnius,22,slovene,1,155,87,20
29602,vilnius,22,slovene,1,794,205,64
29602,vilnius,22,slovene,1,516,210,50
29602,vilnius,22,slovene,1,451,111,34
29602,vilnius,22,slovene,1,957,63,10
29602,vilnius,22,slovene,1,813,115,2
29602,vilnius,22,slovene,1,740,121,26
29602,vilnius,22,slovene,1,879,115,34
29602,vilnius,22,slovene,1,432,140,40
29602,vilnius,22,slovene,1,956,93,20
29602,vilnius,22,slovene,1,568,84,32
29602,vilnius,22,slovene,1,605,155,27
29602,vilnius,22,slovene,1,654,138,41
29602,vilnius,22,slovene,1,520,86,13
29602,vilnius,22,slovene,1,914,58,13
29602,vilnius,22,slovene,1,648,61,10
29602,vilnius,22,slovene,1,84,196,61
29602,vilnius,22,slovene,1,19,57,13
29602,vilnius,22,slovene,1,670,81,8
29602,vilnius,22,slovene,1,189,110,35
29602,vilnius,22,slovene,1,820,137,30
29602,vilnius,22,slovene,1,954,121,31
29602,vilnius,22,slovene,1,76,59,0
29602,vilnius,22,slovene,1,215,82,13
29602,vilnius,22,slovene,1,589,61,8
29602,vilnius,22,slovene,1,887,113,24
29602,vilnius,22,slovene,1,464,81,21
29602,vilnius,22,slovene,1,183,130,44
29602,vilnius,22,slovene,1,955,66,10
29602,vilnius,22,slovene,1,80,205,50
29602,vilnius,22,slovene,1,593,58,32
29602,vilnius,22,slovene,1,394,69,20
29602,vilnius,22,slovene,1,758,60,22
29602,vilnius,22,slovene,1,461,57,33
29602,vilnius,22,slovene,1,340,78,12
29602,vilnius,22,slovene,1,409,93,24
29602,vilnius,22,slovene,1,687,120,22
