avatar_id,city,date,language,mobile,hotel_id,price,stock
29426,vilnius,40,irish,0,520,82,44
29426,vilnius,40,irish,0,279,55,45
29426,vilnius,40,irish,0,320,115,110
29426,vilnius,40,irish,0,607,115,105
29426,vilnius,40,irish,0,811,108,110
29426,vilnius,40,irish,0,215,74,42
29426,vilnius,40,irish,0,758,63,44
29426,vilnius,40,irish,0,19,56,43
29426,vilnius,40,irish,0,881,131,157
29426,vilnius,40,irish,0,794,196,214
29426,vilnius,40,irish,0,464,77,86
29426,vilnius,40,irish,0,394,56,109
29426,vilnius,40,irish,0,189,105,112
29426,vilnius,40,irish,0,974,110,106
29426,vilnius,40,irish,0,605,132,154
29426,vilnius,40,irish,0,356,77,110
29426,vilnius,40,irish,0,104,58,83
29426,vilnius,40,irish,0,76,58,42
29426,vilnius,40,irish,0,47,126,156
29426,vilnius,40,irish,0,187,131,165
29426,vilnius,40,irish,0,687,104,106
29426,vilnius,40,irish,0,40,114,108
29426,vilnius,40,irish,0,887,103,108
29426,vilnius,40,irish,0,59,114,108
29426,vilnius,40,irish,0,136,84,84
29426,vilnius,40,irish,0,409,81,91
29426,vilnius,40,irish,0,72,55,43
29426,vilnius,40,irish,0,183,130,160
29426,vilnius,40,irish,0,177,128,152
29426,vilnius,40,irish,0,61,177,214
29426,vilnius,40,irish,0,204,56,43
29426,vilnius,40,irish,0,503,179,227
29426,vilnius,40,irish,0,490,111,109
29426,vilnius,40,irish,0,161,117,112
29426,vilnius,40,irish,0,955,57,44
29426,vilnius,40,irish,0,340,75,45
29426,vilnius,40,irish,0,406,54,43
29426,vilnius,40,irish,0,155,80,88
29426,vilnius,40,irish,0,623,181,213
29426,vilnius,40,irish,0,533,131,148
29426,vilnius,40,irish,0,654,132,148
29426,vilnius,40,irish,0,593,60,88
29426,vilnius,40,irish,0,498,81,89
29426,vilnius,40,irish,0,879,112,112
29426,vilnius,40,irish,0,488,191,220
29426,vilnius,40,irish,0,956,82,83
29426,vilnius,40,irish,0,950,75,44
29426,vilnius,40,irish,0,355,84,93
29426,vilnius,40,irish,0,125,55,44
29426,vilnius,40,irish,0,118,82,88
29426,vilnius,40,irish,0,589,60,46
29426,vilnius,40,irish,0,5,128,158
29426,vilnius,40,irish,0,89,77,85
29426,vilnius,40,irish,0,620,128,155
29426,vilnius,40,irish,0,395,55,44
29426,vilnius,40,irish,0,678,81,91
29426,vilnius,40,irish,0,294,63,43
29426,vilnius,40,irish,0,568,84,91
29426,vilnius,40,irish,0,740,110,110
