avatar_name,language,city,date,mobile
turtles3101,irish,sofia,41,0
turtles3106,luxembourgish,madrid,18,1
turtles3102,estonian,paris,11,0
turtles3107,slovakian,vienna,5,0
turtles3112,maltese,sofia,37,0
turtles3117,irish,paris,7,0
turtles3122,hungarian,paris,5,1
turtles3127,luxembourgish,valletta,20,1
turtles3132,german,paris,12,0
turtles3137,bulgarian,sofia,23,0
turtles3142,lithuanian,vienna,10,1
turtles3147,greek,rome,10,0
turtles3152,portuguese,paris,0,0
turtles3157,romanian,paris,32,1
turtles3162,austrian,paris,36,1
turtles3167,italian,madrid,34,0
turtles3172,hungarian,valletta,39,1
turtles3177,swedish,vienna,12,0
turtles3182,latvian,madrid,12,0
turtles3187,maltese,rome,33,1
turtles3192,maltese,amsterdam,3,0
turtles3197,luxembourgish,paris,0,0
turtles3202,dutch,paris,4,1
turtles3207,maltese,copenhagen,12,1
turtles3212,italian,paris,30,0
turtles3217,bulgarian,sofia,9,0
turtles3222,polish,paris,14,0
turtles3227,german,valletta,31,0
turtles3232,finnish,rome,15,1
turtles3237,luxembourgish,amsterdam,10,1
turtles3242,bulgarian,valletta,6,1
turtles3247,irish,copenhagen,28,0
turtles3252,maltese,copenhagen,27,0
turtles3257,german,vilnius,11,1
turtles3262,polish,amsterdam,39,1
turtles3267,greek,valletta,2,1
turtles3272,polish,valletta,17,0
turtles3277,irish,valletta,3,1
turtles3282,luxembourgish,amsterdam,9,0
turtles3287,romanian,valletta,1,0
turtles3292,french,vienna,12,0
turtles3297,luxembourgish,copenhagen,7,0
turtles3302,maltese,sofia,22,0
turtles3307,irish,vienna,16,0
turtles3312,finnish,amsterdam,28,1
turtles3317,dutch,sofia,25,0
turtles3322,czech,amsterdam,31,1
turtles3327,hungarian,paris,4,1
turtles3332,cypriot,copenhagen,14,0
turtles3337,finnish,amsterdam,42,1
turtles3342,maltese,vienna,21,0
turtles3347,estonian,vienna,10,1
turtles3352,croatian,paris,24,1
turtles3357,maltese,amsterdam,1,0
turtles3362,italian,vilnius,7,1
turtles3367,maltese,vienna,7,1
turtles3372,swedish,madrid,26,0
turtles3377,danish,valletta,19,1
