avatar_name,language,city,date,mobile
turtles700,french,vilnius,38,1
turtles700,french,vilnius,29,1
turtles700,french,vilnius,10,1
turtles701,maltese,copenhagen,43,0
turtles701,maltese,copenhagen,39,0
turtles701,maltese,copenhagen,11,1
turtles701,maltese,copenhagen,6,1
turtles702,dutch,rome,43,1
turtles702,dutch,rome,19,1
turtles702,dutch,rome,19,0
turtles702,dutch,rome,15,1
turtles703,portuguese,paris,24,1
turtles703,portuguese,paris,23,1
turtles704,belgian,valletta,41,1
turtles704,belgian,valletta,13,0
turtles704,belgian,valletta,7,1
turtles704,belgian,valletta,7,1
turtles705,spanish,sofia,26,0
turtles705,spanish,madrid,7,0
turtles705,spanish,madrid,2,0
turtles706,cypriot,paris,40,0
turtles706,cypriot,sofia,27,1
turtles706,cypriot,sofia,22,1
turtles706,cypriot,sofia,3,1
turtles707,lithuanian,sofia,10,1
turtles708,german,sofia,42,0
turtles708,german,sofia,36,1
turtles708,german,sofia,32,1
turtles709,bulgarian,copenhagen,43,1
turtles709,bulgarian,copenhagen,19,1
turtles709,bulgarian,copenhagen,6,0
turtles710,hungarian,madrid,36,0
turtles710,hungarian,madrid,24,1
turtles710,hungarian,madrid,3,0
turtles711,irish,copenhagen,41,1
turtles711,irish,copenhagen,39,0
turtles712,french,valletta,29,0
turtles712,french,valletta,10,0
turtles713,dutch,vilnius,41,1
turtles713,dutch,vilnius,34,1
turtles713,dutch,vilnius,21,0
turtles713,dutch,vilnius,17,1
turtles714,austrian,madrid,16,0
turtles714,austrian,madrid,10,0
turtles714,spanish,madrid,3,1
turtles715,lithuanian,vilnius,40,1
turtles715,lithuanian,vilnius,5,0
turtles716,cypriot,paris,29,0
turtles716,cypriot,paris,9,1
turtles717,latvian,amsterdam,41,0
turtles717,latvian,amsterdam,38,0
turtles717,latvian,amsterdam,9,1
turtles718,german,copenhagen,42,0
turtles718,german,copenhagen,29,1
turtles719,greek,madrid,38,1
turtles719,greek,madrid,23,1
turtles719,greek,madrid,12,1
turtles720,belgian,sofia,24,0
turtles720,belgian,sofia,23,1
turtles720,belgian,sofia,5,1
turtles720,belgian,sofia,1,1
turtles721,czech,rome,24,1
turtles722,polish,paris,40,1
turtles722,polish,rome,26,0
turtles722,polish,paris,21,0
turtles723,croatian,valletta,43,1
turtles723,croatian,valletta,39,1
