avatar_name,language,city,date,mobile
turtles5502,danish,paris,4,0
turtles5507,maltese,copenhagen,11,1
turtles5507,maltese,copenhagen,8,0
turtles5512,german,amsterdam,18,1
turtles5512,german,amsterdam,10,0
turtles5512,german,amsterdam,1,0
turtles5517,estonian,copenhagen,7,1
turtles5517,estonian,copenhagen,5,0
turtles5522,polish,sofia,17,0
turtles5522,polish,sofia,14,1
turtles5522,polish,sofia,5,1
turtles5527,belgian,sofia,5,0
turtles5532,french,sofia,6,0
turtles5532,belgian,sofia,6,1
turtles5532,belgian,sofia,1,1
turtles5537,irish,copenhagen,19,1
turtles5537,irish,copenhagen,14,1
turtles5537,irish,copenhagen,13,1
turtles5542,swedish,sofia,17,0
turtles5542,swedish,sofia,15,1
turtles5542,swedish,sofia,13,0
turtles5547,maltese,amsterdam,16,1
turtles5552,bulgarian,valletta,16,1
turtles5552,bulgarian,madrid,6,0
turtles5552,bulgarian,valletta,2,1
turtles5557,polish,vienna,8,0
turtles5557,polish,vienna,7,0
turtles5557,polish,vienna,6,0
turtles5562,slovakian,paris,8,0
turtles5567,luxembourgish,paris,5,1
turtles5567,luxembourgish,paris,1,1
turtles5567,luxembourgish,paris,0,0
turtles5572,german,sofia,11,0
turtles5572,german,sofia,5,0
turtles5572,german,sofia,4,0
turtles5577,lithuanian,sofia,19,0
turtles5577,lithuanian,sofia,5,1
turtles5582,estonian,paris,10,1
turtles5587,spanish,amsterdam,6,0
turtles5592,portuguese,madrid,4,1
turtles5597,irish,valletta,11,1
turtles5597,irish,vienna,6,0
turtles5602,greek,vilnius,15,0
turtles5602,greek,vilnius,11,0
turtles5607,cypriot,amsterdam,9,0
turtles5607,cypriot,amsterdam,9,1
turtles5607,cypriot,amsterdam,0,1
turtles5612,romanian,copenhagen,9,1
turtles5612,romanian,copenhagen,4,0
turtles5612,romanian,copenhagen,2,1
turtles5617,swedish,vienna,19,1
turtles5617,swedish,vienna,11,1
turtles5622,french,vilnius,6,0
turtles5622,french,vilnius,2,0
turtles5627,swedish,vienna,18,1
turtles5627,swedish,vienna,9,1
turtles5632,irish,madrid,16,1
turtles5632,irish,madrid,8,1
turtles5632,irish,madrid,7,0
turtles5637,maltese,vilnius,10,0
turtles5637,maltese,vilnius,7,1
turtles5642,german,valletta,15,1
turtles5501,belgian,sofia,12,0
turtles5501,belgian,sofia,7,1
turtles5506,spanish,copenhagen,1,0
turtles5511,danish,sofia,18,1
turtles5511,danish,sofia,9,0
turtles5511,danish,sofia,7,1
turtles5516,greek,copenhagen,11,0
turtles5521,portuguese,sofia,9,1
turtles5521,portuguese,rome,7,0
turtles5521,portuguese,sofia,6,1
turtles5526,finnish,rome,6,1
turtles5526,italian,rome,4,1
turtles5526,finnish,rome,3,0
turtles5531,luxembourgish,vilnius,15,1
turtles5531,luxembourgish,vilnius,14,0
turtles5531,luxembourgish,vilnius,11,0
turtles5536,french,paris,15,1
turtles5536,french,paris,0,1
turtles5541,maltese,amsterdam,19,1
turtles5541,maltese,amsterdam,18,0
turtles5541,maltese,amsterdam,12,0
turtles5546,lithuanian,paris,18,0
turtles5546,lithuanian,paris,13,1
turtles5546,lithuanian,paris,8,1
turtles5551,finnish,amsterdam,17,0
turtles5551,finnish,amsterdam,16,1
turtles5551,finnish,amsterdam,0,1
turtles5556,cypriot,vienna,16,0
turtles5556,cypriot,vienna,3,1
turtles5561,greek,valletta,19,0
turtles5561,greek,valletta,9,0
turtles5561,greek,valletta,4,0
turtles5566,estonian,vienna,7,0
turtles5571,czech,rome,17,0
turtles5571,czech,rome,3,1
turtles5576,romanian,vilnius,7,1
turtles5581,romanian,rome,11,1
turtles5581,romanian,rome,5,0
turtles5586,austrian,amsterdam,3,0
turtles5591,cypriot,madrid,15,0
turtles5591,cypriot,madrid,11,1
turtles5591,cypriot,madrid,8,1
turtles5596,hungarian,valletta,14,0
turtles5596,hungarian,valletta,5,1
turtles5601,cypriot,madrid,16,1
turtles5601,cypriot,madrid,14,1
turtles5606,croatian,copenhagen,9,0
turtles5611,portuguese,sofia,12,0
turtles5611,bulgarian,sofia,7,1
turtles5616,dutch,amsterdam,8,1
turtles5621,bulgarian,vienna,0,0
turtles5626,irish,sofia,14,0
turtles5504,slovakian,paris,10,0
turtles5509,italian,sofia,4,1
turtles5514,lithuanian,vienna,9,0
turtles5514,lithuanian,vienna,5,0
turtles5514,lithuanian,vienna,0,1
turtles5519,czech,rome,17,1
turtles5524,irish,amsterdam,8,1
turtles5524,irish,amsterdam,3,1
turtles5524,irish,amsterdam,0,0
turtles5529,swedish,vienna,12,1
