avatar_name,language,city,date,mobile
turtles4802,lithuanian,sofia,36,1
turtles4802,lithuanian,sofia,14,0
turtles4802,lithuanian,sofia,3,0
turtles4807,french,copenhagen,27,1
turtles4812,estonian,madrid,25,1
turtles4812,estonian,madrid,24,0
turtles4812,estonian,madrid,3,0
turtles4817,romanian,rome,35,0
turtles4817,romanian,rome,23,0
turtles4817,romanian,rome,8,0
turtles4822,italian,valletta,37,1
turtles4822,italian,valletta,26,1
turtles4822,italian,valletta,17,0
turtles4827,german,rome,32,0
turtles4827,german,rome,19,1
turtles4832,spanish,amsterdam,30,1
turtles4837,slovakian,amsterdam,20,0
turtles4837,slovakian,amsterdam,6,0
turtles4837,slovakian,amsterdam,4,1
turtles4842,romanian,vienna,30,1
turtles4842,romanian,vienna,29,1
turtles4847,maltese,rome,34,1
turtles4847,maltese,rome,31,0
turtles4852,french,madrid,39,0
turtles4857,italian,amsterdam,41,1
turtles4857,italian,amsterdam,27,1
turtles4857,italian,amsterdam,18,0
turtles4862,danish,copenhagen,11,1
turtles4862,danish,copenhagen,5,0
turtles4862,danish,copenhagen,1,0
turtles4867,greek,sofia,37,1
turtles4867,greek,sofia,21,1
turtles4872,spanish,vienna,27,0
turtles4872,spanish,vienna,1,0
turtles4877,luxembourgish,rome,30,1
turtles4877,luxembourgish,rome,5,0
turtles4882,estonian,amsterdam,26,1
turtles4882,estonian,amsterdam,23,0
turtles4887,latvian,copenhagen,43,0
turtles4887,latvian,copenhagen,38,0
turtles4887,latvian,copenhagen,20,0
turtles4892,latvian,madrid,37,0
turtles4892,latvian,madrid,23,0
turtles4892,latvian,madrid,13,1
turtles4897,hungarian,madrid,31,0
turtles4902,romanian,rome,31,0
turtles4902,romanian,rome,17,1
turtles4907,finnish,paris,19,0
turtles4912,maltese,vienna,12,1
turtles4912,maltese,vienna,1,0
turtles4917,swedish,madrid,25,0
turtles4917,swedish,madrid,16,0
turtles4917,swedish,madrid,14,1
turtles4922,greek,amsterdam,19,0
turtles4927,belgian,valletta,19,1
turtles4927,belgian,valletta,7,1
turtles4932,swedish,madrid,13,0
turtles4937,belgian,rome,19,0
turtles4937,belgian,rome,1,0
turtles4942,luxembourgish,copenhagen,24,0
turtles4942,luxembourgish,copenhagen,4,0
turtles4947,czech,madrid,23,0
turtles4952,hungarian,copenhagen,25,0
turtles4952,hungarian,copenhagen,6,0
turtles4957,belgian,sofia,0,1
turtles4962,hungarian,vilnius,28,0
turtles4962,hungarian,vilnius,5,0
turtles4967,estonian,sofia,34,1
turtles4967,estonian,sofia,28,0
turtles4972,portuguese,amsterdam,27,1
turtles4972,portuguese,amsterdam,0,0
turtles4977,polish,paris,17,0
turtles4977,polish,paris,7,0
turtles4982,german,copenhagen,43,0
turtles4982,german,copenhagen,11,0
turtles4982,german,copenhagen,0,1
turtles4987,belgian,sofia,39,1
turtles4987,belgian,sofia,34,0
turtles4987,belgian,sofia,7,1
turtles4992,irish,vienna,38,0
turtles4992,irish,vienna,15,0
turtles4997,latvian,valletta,19,0
turtles4997,latvian,madrid,5,1
turtles5002,greek,copenhagen,22,0
turtles5002,greek,copenhagen,5,0
turtles5007,swedish,amsterdam,41,0
turtles5007,swedish,amsterdam,34,0
turtles5007,swedish,amsterdam,27,1
turtles5012,luxembourgish,amsterdam,4,0
turtles5017,irish,paris,19,1
turtles5017,irish,paris,4,1
turtles5017,irish,paris,0,0
turtles5022,italian,vienna,38,0
turtles5027,spanish,amsterdam,38,1
turtles5027,spanish,amsterdam,33,0
turtles5032,irish,vilnius,39,0
turtles5032,irish,vilnius,31,0
turtles5037,swedish,paris,5,1
turtles5042,italian,rome,19,0
turtles5042,italian,rome,7,1
turtles5047,hungarian,valletta,34,1
turtles5047,hungarian,valletta,10,1
turtles5047,hungarian,valletta,3,0
turtles5052,swedish,vilnius,38,0
turtles5052,swedish,vilnius,30,0
turtles5052,swedish,vilnius,16,1
turtles5057,danish,rome,40,1
turtles5057,danish,rome,33,0
turtles5057,danish,rome,15,1
turtles5062,estonian,madrid,40,1
turtles5062,estonian,madrid,25,1
turtles5067,lithuanian,sofia,27,0
turtles5072,czech,valletta,40,0
turtles5072,czech,valletta,9,0
turtles5072,czech,valletta,4,1
turtles5077,cypriot,rome,1,0
turtles5082,slovakian,rome,29,0
turtles5087,french,vienna,22,0
turtles5087,french,vienna,14,1
turtles5092,hungarian,paris,38,0
turtles5097,portuguese,madrid,41,0
turtles5097,portuguese,madrid,39,0
turtles5097,portuguese,madrid,38,1
turtles5102,greek,valletta,38,1
turtles5102,greek,valletta,8,1
turtles5107,irish,copenhagen,36,0
turtles5112,estonian,vilnius,4,0
turtles5117,italian,sofia,22,1
turtles5117,italian,sofia,20,1
turtles5122,belgian,sofia,32,0
turtles5122,belgian,sofia,5,1
turtles5127,greek,madrid,26,0
turtles5127,greek,madrid,1,0
turtles5132,luxembourgish,sofia,18,1
turtles5132,luxembourgish,sofia,7,0
turtles5132,luxembourgish,sofia,7,0
turtles5137,swedish,paris,27,0
turtles5137,swedish,paris,25,0
turtles5137,swedish,paris,3,0
turtles5142,dutch,valletta,35,1
turtles5142,dutch,valletta,5,0
turtles5147,maltese,madrid,43,0
turtles5147,maltese,madrid,8,0
turtles5152,cypriot,vilnius,21,0
turtles5157,german,copenhagen,42,0
turtles5157,german,copenhagen,10,0
turtles5162,german,paris,22,0
turtles5162,french,paris,16,1
turtles5162,german,paris,13,1
turtles5167,dutch,valletta,43,0
turtles5167,dutch,valletta,40,1
turtles5167,dutch,valletta,8,0
turtles5172,luxembourgish,amsterdam,35,1
turtles5177,spanish,madrid,29,0
turtles5182,hungarian,paris,32,1
turtles5182,hungarian,paris,31,0
turtles5182,hungarian,paris,14,0
turtles5187,slovene,sofia,34,1
turtles5187,slovene,sofia,31,1
turtles5187,slovene,sofia,19,1
turtles5192,greek,valletta,37,0
turtles5192,greek,valletta,19,0
turtles5197,slovene,vilnius,34,0
turtles5202,czech,sofia,38,1
turtles5202,czech,sofia,30,0
turtles5202,czech,sofia,19,1
turtles5207,swedish,madrid,3,1
turtles5212,latvian,copenhagen,38,0
turtles5212,latvian,copenhagen,23,1
turtles5217,swedish,valletta,32,0
turtles5222,dutch,copenhagen,36,0
turtles5227,spanish,sofia,29,0
turtles5232,slovene,copenhagen,38,1
turtles5232,slovene,copenhagen,20,0
